X_coord	Y_coord	Names
-0.04885065557376466	0.08653046080992144	pdb7pks-bundle1_full
0.03562269054160166	-0.056165385600035596	pdb6me0_C_bioassembly
-0.12028523758895661	0.046723082592552985	pdb7xi9_A_bioassembly
-0.010284017206348438	-0.07139071534261833	pdb4wta_A_bioassembly
0.07686548103028217	-0.08071222458014503	pdb5g2x_C_bioassembly
0.004893728581767141	0.1211444635494611	pdb7mez_A,B_bioassembly
0.07275111724991445	-0.0031579625925795356	pdb4ol8_A_bioassembly
0.0884170522989539	0.03498915683978688	pdb4pqu_A,B_bioassembly
0.031370515058534915	-0.060547720842733445	pdb7uin_D_bioassembly
-0.06262974607813637	0.1270815052413055	pdb6oe7_A_bioassembly
0.09165291969644117	0.054155898820280546	pdb4pqu_B_bioassembly
-0.00827238715166324	-0.01592068780338602	pdb8gh6_A_bioassembly
-0.12679820243657128	0.019280859494922732	pdb7y7q_A_bioassembly
-0.002540055038609512	-0.07722462411845846	pdb3ol7_A_bioassembly
-0.08795926555393263	0.0868582283325301	pdb7y38_A,B,C_bioassembly
-0.011318121097615966	-0.062075819387458625	pdb4k4y_A_bioassembly
-0.1336225065594463	-0.006390094056473731	pdb1bgw_A_bioassembly
-0.13302874132114634	-0.04916513197287786	pdb2rh1_A_bioassembly
0.07577785838711946	0.01924315662780953	pdb1mu2_A_bioassembly
0.06330228369159038	0.12318423417789541	pdb7pks-bundle2_full
0.0938608419999284	0.003388589482106742	pdb7o0g_A_bioassembly
0.049984472574030374	-0.10830709587869136	ORF2-full
-0.0168905232006607	-0.07289483114019765	pdb5tsn_A_bioassembly
-0.046637849918503047	0.038342408416298414	pdb6qct_A,B,C_bioassembly
-0.02237777260171969	-0.08519515617547262	pdb4k50_A_bioassembly
-0.016077052319038672	-0.07800012428682318	pdb2e9r_X_bioassembly
-0.07308364024453337	-0.011332519353396265	pdb4i43_A,B_bioassembly
-0.025202291239860772	0.13591677107059438	pdb1h4s_A_bioassembly
-0.051407901830944985	0.09195218969026754	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly
-0.027501570489173486	-0.07050298180344183	pdb6kwr_A_bioassembly
-0.08625371073359611	0.03499072858316256	pdb3uo7_A_bioassembly
0.0975912987239177	0.053596380618088954	pdb1mu2_B_bioassembly
-0.032338201621054635	-0.09838996933950009	pdb7om7_A_bioassembly
0.05104002490617897	-0.04263227573517751	pdb7v9u_A_bioassembly
0.12229827099326131	-0.03167644760535926	pdb7ksf_A_bioassembly
0.02457282155606836	0.0836468609007707	pdb6tz2_A,B_bioassembly
0.02426206442300216	-0.11440609099484422	pdb7r06_A_bioassembly
-0.10228275687402481	-0.0737303720579025	pdb7kfu_A,B,C_bioassembly
0.07932842919251064	0.0015315891911132033	pdb4hkq_A_bioassembly
0.07880284273857144	-0.05476824392620311	pdb7kqn_A_bioassembly
0.07924756261840336	0.016039469560763273	pdb4pqu_A_bioassembly
0.03595387375523107	-0.054105681373603276	pdb6ar1_A_bioassembly
0.08436139588103517	0.03794257230428857	pdb1mu2_A,B_bioassembly
-0.11334746425451664	0.07345015351060308	pdb1aoi_A,B,C,D_bioassembly
0.07358700806850134	-0.004761221338524059	pdb4mh8_A_bioassembly
0.07437741679826856	0.012053764586167475	pdb7sr6_A_bioassembly
-0.1056655451696321	-0.03475464368592005	pdb4u1c_A,B_bioassembly
-0.01235644795541195	0.07667628742573414	pdb7yer_A,B,C,D_bioassembly
0.02678521840536594	0.13446568246030818	pdb4cgz_A_bioassembly
-0.059695525111581826	-0.09497647329452347	pdb7aap_A,B,C,D_bioassembly
