X_coord	Y_coord	Names
0.0003664906243232727	0.08406412209924716	pdb4i43_A,B_bioassembly
-0.013467920560674475	-0.01324050799191293	pdb7kqn_A_bioassembly
-0.07052600046653706	-0.015821280891247083	pdb6me0_C_bioassembly
-0.026704392630792856	-0.07371189570620855	pdb4hkq_A_bioassembly
0.04341326270713478	0.11955561073423913	pdb7y38_A,B,C_bioassembly
0.08305150565766674	0.04289962959240376	pdb3uo7_A_bioassembly
-0.06519524457176437	-0.0392291210899169	pdb7v9u_A_bioassembly
0.045134821513849614	0.07204440490598367	pdb4u1c_A,B_bioassembly
-0.06472150109335927	0.03581580688546098	pdb4wta_A_bioassembly
-0.06974221817196766	0.02767718362077457	pdb3ol7_A_bioassembly
0.047909528126418154	-0.05775750318956798	pdb7ksf_A_bioassembly
-0.09553369010210164	-0.06177180666793383	pdb5g2x_C_bioassembly
0.011785439363465265	-0.11016181398705432	pdb4pqu_B_bioassembly
-0.0170707538234422	-0.07807403193203531	pdb4pqu_A_bioassembly
0.03929004825799295	0.03482191897734077	pdb6tz2_A,B_bioassembly
0.11932821461988001	-0.05732913056869651	pdb7y7q_A_bioassembly
0.0906826069275252	-0.10608410544767165	pdb4cgz_A_bioassembly
-0.09104038616723015	0.05758927480586632	pdb7om7_A_bioassembly
-0.03539902058494671	0.11441361672637966	pdb6qct_A,B,C_bioassembly
-0.11620803263160559	-0.031244814756426462	pdb7r06_A_bioassembly
2.276868073221364e-05	-0.09624450784620692	pdb1mu2_A,B_bioassembly
0.1046375083546986	-0.08451856245778831	pdb7pks-bundle2_full
-0.06900549612389463	-0.016291624688688246	pdb7uin_D_bioassembly
-0.06669201941893114	0.044802734989862904	pdb2e9r_X_bioassembly
-0.004016011678227501	-0.09684870496289856	pdb4pqu_A,B_bioassembly
-0.027735014492523028	-0.06647259444173764	pdb4ol8_A_bioassembly
0.10569068830024451	-0.02326730607987897	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly
-0.055433849140753985	0.03762268710697113	pdb4k4y_A_bioassembly
-0.06753656836061561	0.04112363275854818	pdb5tsn_A_bioassembly
-0.07852128392051717	0.044921629432703745	pdb6kwr_A_bioassembly
-0.020014465034576982	-0.0844399833492217	pdb1mu2_A_bioassembly
0.10018929747090105	-0.026257724775762853	pdb7pks-bundle1_full
0.06570372650686071	0.10536470264868854	pdb7mez_A,B_bioassembly
-0.07187449780029499	-0.012650462736446266	ORF2-RT
-0.013964778552351268	0.1239848729606467	pdb7kfu_A,B,C_bioassembly
-0.07148510976039484	-0.009288356533886126	pdb6ar1_A_bioassembly
0.14139874702847446	-0.013556935297558049	pdb6oe7_A_bioassembly
-0.11318173895558957	-0.007339488453345403	pdb8gh6_A_bioassembly
0.11672093473456423	0.04614926577137955	pdb7xi9_A_bioassembly
-0.023682274729152245	-0.07779496107249809	pdb7sr6_A_bioassembly
-0.06647040766271758	0.056288809070939125	pdb4k50_A_bioassembly
0.019095748751644763	0.13956993242559715	pdb1aoi_A,B,C,D_bioassembly
0.07228845144976964	0.00822161965662411	pdb7yer_A,B,C,D_bioassembly
0.11545490546636865	0.07860178618599878	pdb1h4s_A_bioassembly
-0.07906958366990477	0.08624889767210249	pdb7aap_A,B,C,D_bioassembly
0.09065949586698309	0.09625759959592936	pdb1bgw_A_bioassembly
0.13394641233367596	0.02777955794155059	pdb2rh1_A_bioassembly
-0.04127278179139375	-0.09221225651899605	pdb7o0g_A_bioassembly
0.015026255275158667	-0.1081255215915291	pdb1mu2_B_bioassembly
-0.026231816122996427	-0.06608429353013186	pdb4mh8_A_bioassembly
